empresa_id,tipo_energia,proyecto_id,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP012795,Solar,PROJ000244,381.11,117.12,390.7,Finalizado,390.7,381.11,117.12,3.34
EMP012788,Biomasa,PROJ000245,6835.27,4174.64,220.43,En desarrollo,220.43,6835.27,4174.64,0.05
EMP012128,Geotérmica,PROJ000246,9004.71,3438.18,358.23,Finalizado,358.23,9004.71,3438.18,0.1
EMP005599,Geotérmica,PROJ000247,3583.15,121.75,109.84,Finalizado,661.59,6718.87,3454.01,0.19
EMP015141,Eólica,PROJ000248,6814.13,4928.51,467.79,Activo,467.79,6814.13,4928.51,0.09
EMP022248,Biomasa,PROJ000249,5132.1,203.39,352.05,Activo,352.05,5132.1,203.39,1.73
EMP013771,Hidroeléctrica,PROJ000250,5685.15,1254.43,361.18,En desarrollo,361.18,5685.15,1254.43,0.29
EMP021080,Geotérmica,PROJ000251,4722.92,2849.97,265.34,En desarrollo,265.34,4722.92,2849.97,0.09
EMP010259,Biomasa,PROJ000252,7352.95,2321.52,220.09,En desarrollo,220.09,7352.95,2321.52,0.09
EMP008492,Eólica,PROJ000253,1595.05,4103.63,109.78,En desarrollo,109.78,1595.05,4103.63,0.03
EMP020263,Hidroeléctrica,PROJ000254,1412.31,2994.95,481.99,En desarrollo,481.99,1412.31,2994.95,0.16
EMP001446,Hidroeléctrica,PROJ000255,6026.8,2347.96,359.61,Activo,359.61,6026.8,2347.96,0.15
EMP004109,Geotérmica,PROJ000256,5404.4,1128.53,475.13,En desarrollo,475.13,5404.4,1128.53,0.42
EMP023753,Geotérmica,PROJ000257,8048.05,1741.65,225.08,Activo,405.82,14412.69,3823.03,0.11
EMP013213,Biomasa,PROJ000258,8137.13,1608.57,321.36,Activo,321.36,8137.13,1608.57,0.2
EMP000300,Eólica,PROJ000259,6695.41,545.7,87.99,Activo,87.99,6695.41,545.7,0.16
EMP011306,Biomasa,PROJ000260,6486.87,2365.02,267.91,En desarrollo,267.91,6486.87,2365.02,0.11
EMP020259,Eólica,PROJ000261,2663.52,4522.67,441.43,Finalizado,441.43,2663.52,4522.67,0.1
EMP016716,Eólica,PROJ000262,6968.69,3238.04,186.58,Activo,186.58,6968.69,3238.04,0.06
EMP006140,Geotérmica,PROJ000263,578.0,2948.24,19.55,Finalizado,19.55,578.0,2948.24,0.01
EMP009899,Geotérmica,PROJ000264,9987.7,3238.0,222.85,Finalizado,222.85,9987.7,3238.0,0.07
EMP009283,Eólica,PROJ000265,443.6,1274.16,66.59,Finalizado,66.59,443.6,1274.16,0.05
EMP023438,Geotérmica,PROJ000266,5082.94,3713.08,451.69,Activo,451.69,5082.94,3713.08,0.12
EMP000893,Geotérmica,PROJ000267,8368.14,4391.93,59.07,Activo,59.07,8368.14,4391.93,0.01
EMP009057,Geotérmica,PROJ000268,2005.21,1220.53,250.7,Finalizado,250.7,2005.21,1220.53,0.21
EMP005762,Hidroeléctrica,PROJ000269,9442.66,4566.85,261.69,En desarrollo,261.69,9442.66,4566.85,0.06
EMP022394,Biomasa,PROJ000270,1254.01,2160.52,302.37,Activo,302.37,1254.01,2160.52,0.14
EMP009114,Solar,PROJ000271,5729.97,910.2,153.86,Finalizado,153.86,5729.97,910.2,0.17
EMP022225,Hidroeléctrica,PROJ000272,6519.36,3075.65,70.3,Activo,70.3,6519.36,3075.65,0.02
EMP016939,Biomasa,PROJ000273,9258.18,1851.27,52.08,Activo,52.08,9258.18,1851.27,0.03
EMP021953,Hidroeléctrica,PROJ000274,6976.97,4286.56,228.53,En desarrollo,228.53,6976.97,4286.56,0.05
EMP015770,Solar,PROJ000275,8450.64,529.48,98.2,Activo,98.2,8450.64,529.48,0.19
EMP006885,Hidroeléctrica,PROJ000276,3198.08,2757.53,149.31,En desarrollo,149.31,3198.08,2757.53,0.05
EMP003779,Biomasa,PROJ000277,4457.7,4378.78,393.26,En desarrollo,842.59,8893.03,4710.54,0.18
EMP009023,Geotérmica,PROJ000278,2278.44,4465.46,498.2,En desarrollo,970.31,3301.56,13321.62,0.07
EMP002284,Hidroeléctrica,PROJ000279,8004.88,1774.7,247.5,Activo,247.5,8004.88,1774.7,0.14
EMP010404,Eólica,PROJ000280,1962.65,2758.07,412.1,Activo,412.1,1962.65,2758.07,0.15
EMP016991,Solar,PROJ000281,5679.37,4820.43,47.76,Activo,47.76,5679.37,4820.43,0.01
EMP023816,Solar,PROJ000282,2690.66,1446.74,487.52,En desarrollo,487.52,2690.66,1446.74,0.34
EMP018574,Biomasa,PROJ000283,3084.25,4771.48,24.87,En desarrollo,24.87,3084.25,4771.48,0.01
EMP014573,Eólica,PROJ000284,1431.02,755.72,20.73,En desarrollo,20.73,1431.02,755.72,0.03
EMP019020,Eólica,PROJ000285,8484.04,3730.61,470.79,Activo,470.79,8484.04,3730.61,0.13
EMP011228,Solar,PROJ000286,3517.98,3614.32,388.98,En desarrollo,388.98,3517.98,3614.32,0.11
EMP020854,Biomasa,PROJ000287,8556.94,4906.99,194.12,En desarrollo,779.76,15870.17,14632.11,0.05
EMP010664,Geotérmica,PROJ000288,3831.02,2526.33,262.41,Finalizado,262.41,3831.02,2526.33,0.1
EMP024301,Biomasa,PROJ000289,4625.82,4227.99,213.47,Finalizado,213.47,4625.82,4227.99,0.05
EMP006798,Eólica,PROJ000290,288.74,3488.18,231.81,En desarrollo,231.81,288.74,3488.18,0.07
EMP007114,Hidroeléctrica,PROJ000291,8198.01,3999.52,473.45,En desarrollo,473.45,8198.01,3999.52,0.12
EMP023217,Eólica,PROJ000292,6703.17,1324.6,251.05,Finalizado,252.15,10816.16,2201.86,0.11
EMP008624,Geotérmica,PROJ000293,4118.57,2855.91,38.0,Activo,323.19,9079.87,3723.97,0.09
EMP018419,Biomasa,PROJ000294,5528.59,1823.44,295.86,Finalizado,295.86,5528.59,1823.44,0.16
EMP022365,Eólica,PROJ000295,448.73,2998.66,244.47,Finalizado,244.47,448.73,2998.66,0.08
EMP011458,Hidroeléctrica,PROJ000296,2774.75,4282.38,0.49,Finalizado,0.49,2774.75,4282.38,0.0
EMP018725,Solar,PROJ000297,8836.76,2409.01,200.66,En desarrollo,200.66,8836.76,2409.01,0.08
EMP007480,Eólica,PROJ000298,6487.5,4870.37,196.75,En desarrollo,196.75,6487.5,4870.37,0.04
EMP020868,Solar,PROJ000299,5339.04,2282.01,174.98,Activo,174.98,5339.04,2282.01,0.08
EMP013990,Solar,PROJ000300,8206.98,3908.62,265.31,Finalizado,529.92,16143.42,7183.82,0.07
EMP023382,Hidroeléctrica,PROJ000301,1898.58,3645.23,102.29,En desarrollo,350.9,7770.41,5745.74,0.06
EMP018707,Geotérmica,PROJ000302,1525.35,3816.18,229.47,Activo,229.47,1525.35,3816.18,0.06
EMP004710,Hidroeléctrica,PROJ000303,7979.69,1082.38,104.02,Finalizado,104.02,7979.69,1082.38,0.1
EMP019845,Solar,PROJ000304,6496.99,1897.0,84.24,Finalizado,84.24,6496.99,1897.0,0.04
EMP015526,Biomasa,PROJ000305,7092.08,926.13,452.98,Finalizado,452.98,7092.08,926.13,0.49
EMP010936,Solar,PROJ000306,5869.38,3928.5,276.65,En desarrollo,276.65,5869.38,3928.5,0.07
EMP014161,Hidroeléctrica,PROJ000307,1556.32,4894.22,186.75,Activo,186.75,1556.32,4894.22,0.04
EMP018354,Biomasa,PROJ000308,7260.99,195.4,314.38,Activo,314.38,7260.99,195.4,1.61
EMP011567,Hidroeléctrica,PROJ000309,4383.03,3083.97,353.82,En desarrollo,353.82,4383.03,3083.97,0.11
EMP004372,Solar,PROJ000310,8172.4,216.36,341.81,Activo,341.81,8172.4,216.36,1.58
EMP014223,Geotérmica,PROJ000311,5516.51,2289.08,396.67,Activo,396.67,5516.51,2289.08,0.17
EMP004506,Hidroeléctrica,PROJ000312,9101.92,1899.08,220.05,Finalizado,220.05,9101.92,1899.08,0.12
EMP024302,Geotérmica,PROJ000313,9715.88,2294.16,385.64,Activo,385.64,9715.88,2294.16,0.17
EMP007148,Hidroeléctrica,PROJ000314,4178.86,2563.43,15.42,Finalizado,771.43,19031.07,6528.38,0.12
EMP013948,Eólica,PROJ000315,3913.97,2856.09,456.36,Finalizado,456.36,3913.97,2856.09,0.16
EMP019074,Geotérmica,PROJ000316,7082.87,513.44,157.77,Activo,157.77,7082.87,513.44,0.31
EMP001036,Geotérmica,PROJ000317,1298.87,4201.07,300.21,Finalizado,300.21,1298.87,4201.07,0.07
EMP004618,Biomasa,PROJ000318,5734.98,532.84,454.95,Activo,454.95,5734.98,532.84,0.85
EMP009199,Solar,PROJ000319,7642.35,1464.24,107.13,En desarrollo,107.13,7642.35,1464.24,0.07
EMP010924,Biomasa,PROJ000320,531.2,3683.9,27.81,En desarrollo,27.81,531.2,3683.9,0.01
EMP008676,Biomasa,PROJ000321,51.65,606.26,361.59,Activo,361.59,51.65,606.26,0.6
EMP005812,Geotérmica,PROJ000322,8377.62,2527.98,52.56,Finalizado,52.56,8377.62,2527.98,0.02
EMP019598,Geotérmica,PROJ000323,9897.0,3102.52,429.86,Finalizado,429.86,9897.0,3102.52,0.14
EMP004551,Solar,PROJ000324,2389.65,405.47,178.15,Finalizado,306.47,9334.19,528.76,0.58
EMP001077,Hidroeléctrica,PROJ000325,2654.93,4014.49,107.0,En desarrollo,107.0,2654.93,4014.49,0.03
EMP004075,Biomasa,PROJ000326,1179.7,162.42,75.17,Activo,257.0,1999.64,205.88,1.25
EMP020602,Hidroeléctrica,PROJ000327,3662.55,1888.13,319.66,Finalizado,319.66,3662.55,1888.13,0.17
EMP014523,Solar,PROJ000328,8002.42,3933.93,470.02,Finalizado,470.02,8002.42,3933.93,0.12
EMP012235,Geotérmica,PROJ000329,5458.31,2152.47,352.19,En desarrollo,352.19,5458.31,2152.47,0.16
EMP000033,Biomasa,PROJ000330,3133.53,3953.46,215.24,Activo,240.35,6772.02,7049.5,0.03
EMP012237,Biomasa,PROJ000331,3287.95,1761.73,32.71,Activo,32.71,3287.95,1761.73,0.02
EMP015182,Solar,PROJ000332,795.93,2265.44,439.72,Activo,439.72,795.93,2265.44,0.19
EMP006253,Geotérmica,PROJ000333,7769.3,82.02,36.14,En desarrollo,36.14,7769.3,82.02,0.44
EMP009417,Hidroeléctrica,PROJ000334,3704.44,2749.4,279.07,Activo,279.07,3704.44,2749.4,0.1
EMP018744,Biomasa,PROJ000335,8195.33,600.86,354.34,Finalizado,354.34,8195.33,600.86,0.59
EMP009731,Eólica,PROJ000336,4537.74,3998.08,123.91,En desarrollo,123.91,4537.74,3998.08,0.03
EMP010963,Biomasa,PROJ000337,2337.79,3567.35,252.61,Activo,647.18,8638.58,8340.95,0.08
EMP003291,Eólica,PROJ000338,3333.18,1624.73,122.72,Finalizado,122.72,3333.18,1624.73,0.08
EMP015145,Hidroeléctrica,PROJ000339,4052.85,631.9,70.85,En desarrollo,70.85,4052.85,631.9,0.11
EMP020731,Solar,PROJ000340,6153.95,2949.57,208.32,Activo,208.32,6153.95,2949.57,0.07
EMP018684,Eólica,PROJ000341,2906.54,268.7,282.31,En desarrollo,282.31,2906.54,268.7,1.05
EMP016435,Biomasa,PROJ000342,2301.82,4016.95,216.88,En desarrollo,216.88,2301.82,4016.95,0.05
EMP013406,Solar,PROJ000343,7043.98,2110.05,454.7,Finalizado,454.7,7043.98,2110.05,0.22
EMP012396,Geotérmica,PROJ000344,9383.44,1045.38,185.54,Activo,185.54,9383.44,1045.38,0.18
EMP006579,Eólica,PROJ000345,8693.02,1845.46,265.34,En desarrollo,265.34,8693.02,1845.46,0.14
EMP002914,Solar,PROJ000346,9636.27,1564.41,367.36,Finalizado,367.36,9636.27,1564.41,0.23
EMP008251,Solar,PROJ000347,9450.68,99.51,204.4,Finalizado,204.4,9450.68,99.51,2.05
EMP010026,Geotérmica,PROJ000348,9545.24,1249.45,57.28,Activo,57.28,9545.24,1249.45,0.05
EMP024295,Hidroeléctrica,PROJ000349,7831.64,2091.89,289.65,En desarrollo,289.65,7831.64,2091.89,0.14
EMP010313,Eólica,PROJ000350,1620.53,3611.13,368.54,Activo,368.54,1620.53,3611.13,0.1
EMP005746,Eólica,PROJ000351,7068.03,4693.2,44.37,Activo,44.37,7068.03,4693.2,0.01
EMP024610,Hidroeléctrica,PROJ000352,170.91,2175.02,294.61,En desarrollo,550.51,3379.26,5992.44,0.09
EMP022604,Eólica,PROJ000353,1143.42,1489.02,23.03,Activo,23.03,1143.42,1489.02,0.02
EMP012366,Biomasa,PROJ000354,7506.81,2562.37,137.36,Finalizado,137.36,7506.81,2562.37,0.05
EMP020161,Eólica,PROJ000355,3553.81,1772.28,359.08,Finalizado,359.08,3553.81,1772.28,0.2
EMP021232,Solar,PROJ000356,5830.5,4623.43,452.03,En desarrollo,452.03,5830.5,4623.43,0.1
EMP013336,Geotérmica,PROJ000357,4106.7,393.04,317.44,Activo,317.44,4106.7,393.04,0.81
EMP013691,Eólica,PROJ000358,9600.38,1344.86,441.86,Finalizado,441.86,9600.38,1344.86,0.33
EMP005061,Geotérmica,PROJ000359,1239.93,4403.18,221.06,Finalizado,221.06,1239.93,4403.18,0.05
EMP000503,Solar,PROJ000360,2999.31,2944.47,286.09,Finalizado,286.09,2999.31,2944.47,0.1
EMP019155,Biomasa,PROJ000361,6601.26,3686.41,297.88,En desarrollo,482.88,15788.04,8024.7,0.06
EMP003583,Eólica,PROJ000362,7390.02,1764.7,142.14,En desarrollo,585.42,10868.04,3987.48,0.15
EMP007272,Solar,PROJ000363,7091.85,4874.62,1.75,Finalizado,444.73,13045.4,8026.98,0.06
EMP009374,Solar,PROJ000364,9467.96,2447.47,169.86,En desarrollo,169.86,9467.96,2447.47,0.07
EMP007689,Solar,PROJ000365,8221.25,141.92,95.19,En desarrollo,95.19,8221.25,141.92,0.67
EMP020537,Eólica,PROJ000366,9135.5,4649.21,334.77,Activo,334.77,9135.5,4649.21,0.07
EMP005180,Geotérmica,PROJ000367,6504.44,3771.78,390.91,En desarrollo,390.91,6504.44,3771.78,0.1
EMP013206,Solar,PROJ000368,4377.97,139.3,369.81,En desarrollo,369.81,4377.97,139.3,2.65
EMP004115,Solar,PROJ000369,3260.9,1831.48,245.27,Finalizado,245.27,3260.9,1831.48,0.13
EMP008429,Biomasa,PROJ000370,8505.32,2946.49,179.24,En desarrollo,179.24,8505.32,2946.49,0.06
EMP012450,Solar,PROJ000371,4871.49,4832.41,187.55,Finalizado,187.55,4871.49,4832.41,0.04
EMP016758,Hidroeléctrica,PROJ000372,150.2,537.43,357.81,En desarrollo,357.81,150.2,537.43,0.67
EMP006659,Eólica,PROJ000373,3573.06,298.09,55.0,Finalizado,55.0,3573.06,298.09,0.18
EMP019514,Solar,PROJ000374,7127.7,4581.43,83.56,En desarrollo,83.56,7127.7,4581.43,0.02
EMP014837,Geotérmica,PROJ000375,8531.69,3272.08,250.86,En desarrollo,250.86,8531.69,3272.08,0.08
EMP012292,Hidroeléctrica,PROJ000376,75.72,3735.97,52.43,Finalizado,388.76,4239.0,7938.16,0.05
EMP011625,Solar,PROJ000377,4536.06,3162.47,302.39,En desarrollo,302.39,4536.06,3162.47,0.1
EMP023662,Hidroeléctrica,PROJ000378,9728.3,4473.74,196.08,En desarrollo,196.08,9728.3,4473.74,0.04
EMP003736,Hidroeléctrica,PROJ000379,2223.91,1602.47,388.02,En desarrollo,388.02,2223.91,1602.47,0.24
EMP005563,Eólica,PROJ000380,7763.76,489.17,397.56,Finalizado,397.56,7763.76,489.17,0.81
EMP004043,Biomasa,PROJ000381,818.8,3366.33,243.65,En desarrollo,243.65,818.8,3366.33,0.07
EMP009812,Hidroeléctrica,PROJ000382,3243.95,6.04,290.79,En desarrollo,571.94,11841.66,2129.64,0.27
EMP022957,Biomasa,PROJ000383,7816.35,4331.42,102.89,Activo,102.89,7816.35,4331.42,0.02
EMP012465,Biomasa,PROJ000384,8756.75,1460.24,299.72,En desarrollo,299.72,8756.75,1460.24,0.21
EMP003580,Geotérmica,PROJ000385,6543.52,1177.2,52.23,Activo,52.23,6543.52,1177.2,0.04
EMP022886,Biomasa,PROJ000386,3397.8,3886.66,359.15,Finalizado,359.15,3397.8,3886.66,0.09
EMP012687,Solar,PROJ000387,8533.16,1130.79,293.32,Activo,293.32,8533.16,1130.79,0.26
EMP017656,Geotérmica,PROJ000388,4134.36,420.75,264.67,Finalizado,264.67,4134.36,420.75,0.63
EMP016492,Solar,PROJ000389,2838.26,4089.31,309.32,En desarrollo,309.32,2838.26,4089.31,0.08
EMP017464,Biomasa,PROJ000390,7663.2,1464.86,114.73,Activo,114.73,7663.2,1464.86,0.08
EMP024230,Hidroeléctrica,PROJ000391,2975.65,1819.49,151.38,En desarrollo,151.38,2975.65,1819.49,0.08
EMP021541,Geotérmica,PROJ000392,2858.5,4953.56,238.84,Activo,238.84,2858.5,4953.56,0.05
EMP000565,Hidroeléctrica,PROJ000393,4994.0,1028.98,496.68,Activo,496.68,4994.0,1028.98,0.48
EMP012133,Geotérmica,PROJ000394,3860.47,3649.63,109.72,Activo,109.72,3860.47,3649.63,0.03
EMP023195,Biomasa,PROJ000395,869.53,3143.95,345.97,En desarrollo,345.97,869.53,3143.95,0.11
EMP011103,Eólica,PROJ000396,5792.32,3548.35,489.57,En desarrollo,489.57,5792.32,3548.35,0.14
EMP010932,Biomasa,PROJ000397,9437.34,3242.14,437.1,Activo,437.1,9437.34,3242.14,0.13
EMP022929,Solar,PROJ000398,6009.0,1291.4,4.28,Finalizado,388.33,14880.79,5334.84,0.07
EMP008618,Solar,PROJ000399,9177.39,4688.63,58.1,Activo,256.28,10299.25,6550.68,0.04
EMP012733,Geotérmica,PROJ000400,2252.8,4286.07,314.89,Activo,745.32,16909.63,8671.93,0.09
EMP010165,Geotérmica,PROJ000401,1628.34,754.08,305.19,Activo,305.19,1628.34,754.08,0.4
EMP024169,Geotérmica,PROJ000402,7401.06,1394.4,95.39,Finalizado,95.39,7401.06,1394.4,0.07
EMP020010,Geotérmica,PROJ000403,2220.45,2861.66,472.61,En desarrollo,472.61,2220.45,2861.66,0.17
EMP002186,Biomasa,PROJ000404,6829.24,930.77,1.0,En desarrollo,1.0,6829.24,930.77,0.0
EMP014535,Hidroeléctrica,PROJ000405,6188.19,690.79,464.39,Activo,464.39,6188.19,690.79,0.67
EMP008723,Solar,PROJ000406,4282.27,676.38,149.91,En desarrollo,149.91,4282.27,676.38,0.22
EMP019442,Geotérmica,PROJ000407,7339.31,3344.34,166.09,Finalizado,166.09,7339.31,3344.34,0.05
EMP001785,Geotérmica,PROJ000408,6923.5,1190.3,98.96,Activo,98.96,6923.5,1190.3,0.08
EMP003730,Geotérmica,PROJ000409,9350.67,3111.92,382.38,Activo,382.38,9350.67,3111.92,0.12
EMP004200,Hidroeléctrica,PROJ000410,5432.28,3897.06,78.89,Activo,78.89,5432.28,3897.06,0.02
EMP023932,Geotérmica,PROJ000411,7428.91,2540.4,117.93,Activo,117.93,7428.91,2540.4,0.05
EMP002897,Solar,PROJ000412,9689.61,172.41,233.64,Finalizado,371.04,15284.17,4436.21,0.08
EMP001411,Biomasa,PROJ000413,8036.71,11.34,238.86,Activo,238.86,8036.71,11.34,21.06
EMP009640,Geotérmica,PROJ000414,4788.98,2628.31,193.41,Activo,193.41,4788.98,2628.31,0.07
EMP002015,Solar,PROJ000415,493.12,1137.41,95.81,Finalizado,95.81,493.12,1137.41,0.08
EMP012147,Solar,PROJ000416,4332.24,4346.32,360.39,En desarrollo,360.39,4332.24,4346.32,0.08
EMP014456,Eólica,PROJ000417,6752.56,3198.76,316.26,En desarrollo,316.26,6752.56,3198.76,0.1
EMP020504,Hidroeléctrica,PROJ000418,2891.22,4157.41,271.26,Activo,271.26,2891.22,4157.41,0.07
EMP014595,Eólica,PROJ000419,3187.58,4498.2,41.44,Finalizado,41.44,3187.58,4498.2,0.01
EMP022076,Hidroeléctrica,PROJ000420,6691.96,4775.12,110.75,Activo,110.75,6691.96,4775.12,0.02
EMP007897,Hidroeléctrica,PROJ000421,6499.43,1353.09,332.46,Finalizado,332.46,6499.43,1353.09,0.25
EMP017719,Eólica,PROJ000422,394.07,922.12,20.31,Finalizado,20.31,394.07,922.12,0.02
EMP020404,Geotérmica,PROJ000423,1965.45,3516.43,281.88,Activo,281.88,1965.45,3516.43,0.08
EMP020338,Solar,PROJ000424,3270.92,4136.68,286.2,Activo,370.27,4055.27,5309.55,0.07
EMP005464,Hidroeléctrica,PROJ000425,9439.92,4605.23,476.87,Activo,476.87,9439.92,4605.23,0.1
EMP009015,Hidroeléctrica,PROJ000426,1583.67,3991.93,465.67,Finalizado,465.67,1583.67,3991.93,0.12
EMP003786,Solar,PROJ000427,2999.57,3884.85,310.34,Activo,310.34,2999.57,3884.85,0.08
EMP022122,Hidroeléctrica,PROJ000428,8840.96,4280.11,316.36,Finalizado,605.98,11356.05,5983.62,0.1
EMP018560,Hidroeléctrica,PROJ000429,5276.32,2241.58,80.42,Activo,191.02,13921.22,4100.2,0.05
EMP004093,Eólica,PROJ000430,2714.66,2589.8,287.55,Finalizado,287.55,2714.66,2589.8,0.11
EMP009776,Hidroeléctrica,PROJ000431,4737.25,4954.68,372.44,En desarrollo,372.44,4737.25,4954.68,0.08
EMP011961,Biomasa,PROJ000432,319.03,2869.24,132.18,Activo,132.18,319.03,2869.24,0.05
EMP001192,Geotérmica,PROJ000433,3431.35,2564.36,449.64,Finalizado,837.99,7719.32,6412.96,0.13
EMP002869,Biomasa,PROJ000434,53.87,1848.68,14.64,Activo,14.64,53.87,1848.68,0.01
EMP003843,Hidroeléctrica,PROJ000435,5068.34,1653.48,337.33,En desarrollo,762.42,11871.22,2055.26,0.37
EMP004792,Geotérmica,PROJ000436,5926.66,1721.61,398.55,Finalizado,398.55,5926.66,1721.61,0.23
EMP004138,Eólica,PROJ000437,1729.65,1023.65,204.21,Finalizado,204.21,1729.65,1023.65,0.2
EMP013806,Solar,PROJ000438,5845.96,3594.91,358.52,En desarrollo,358.52,5845.96,3594.91,0.1
EMP009333,Hidroeléctrica,PROJ000439,319.61,268.04,161.1,En desarrollo,161.1,319.61,268.04,0.6
EMP014477,Hidroeléctrica,PROJ000440,9650.14,1548.29,88.75,En desarrollo,88.75,9650.14,1548.29,0.06
EMP016991,Geotérmica,PROJ000441,6937.09,3071.22,451.66,En desarrollo,451.66,6937.09,3071.22,0.15
EMP014411,Eólica,PROJ000442,7854.41,1541.11,391.89,Finalizado,391.89,7854.41,1541.11,0.25
EMP011193,Hidroeléctrica,PROJ000443,9591.53,4163.96,212.48,Finalizado,212.48,9591.53,4163.96,0.05
EMP007039,Hidroeléctrica,PROJ000444,894.15,872.2,127.13,Activo,127.13,894.15,872.2,0.15
EMP000065,Biomasa,PROJ000445,1060.62,4191.79,351.35,Finalizado,351.35,1060.62,4191.79,0.08
EMP003903,Hidroeléctrica,PROJ000446,3276.03,3719.22,476.55,Finalizado,476.55,3276.03,3719.22,0.13
EMP020496,Solar,PROJ000447,5618.74,1271.18,172.32,En desarrollo,172.32,5618.74,1271.18,0.14
EMP014308,Geotérmica,PROJ000448,3789.2,2383.01,348.85,En desarrollo,348.85,3789.2,2383.01,0.15
EMP011254,Hidroeléctrica,PROJ000449,3507.32,3777.59,276.13,Activo,276.13,3507.32,3777.59,0.07
EMP007667,Biomasa,PROJ000450,7835.47,4029.04,389.95,Activo,389.95,7835.47,4029.04,0.1
EMP009424,Geotérmica,PROJ000451,8329.13,378.42,20.13,En desarrollo,20.13,8329.13,378.42,0.05
EMP009862,Hidroeléctrica,PROJ000452,3794.65,4209.2,99.42,Finalizado,472.71,5848.25,8332.42,0.06
EMP003139,Geotérmica,PROJ000453,1227.16,202.15,402.92,Finalizado,572.31,2711.81,3033.07,0.19
EMP022534,Geotérmica,PROJ000454,3366.72,2785.03,199.42,En desarrollo,199.42,3366.72,2785.03,0.07
EMP018665,Geotérmica,PROJ000455,7300.45,4137.65,385.82,Activo,385.82,7300.45,4137.65,0.09
EMP000899,Hidroeléctrica,PROJ000456,1736.92,1843.4,55.34,En desarrollo,463.88,5450.47,2433.44,0.19
EMP020854,Solar,PROJ000457,9813.22,1484.39,157.88,En desarrollo,157.88,9813.22,1484.39,0.11
EMP017875,Geotérmica,PROJ000458,1139.84,4777.78,322.28,Finalizado,322.28,1139.84,4777.78,0.07
EMP015824,Biomasa,PROJ000459,1214.51,2256.33,484.24,En desarrollo,484.24,1214.51,2256.33,0.21
EMP002480,Eólica,PROJ000460,8291.95,1744.16,234.03,Finalizado,234.03,8291.95,1744.16,0.13
EMP007578,Solar,PROJ000461,4370.93,1099.93,200.07,Activo,200.07,4370.93,1099.93,0.18
EMP018260,Geotérmica,PROJ000462,7919.41,2704.52,220.93,En desarrollo,220.93,7919.41,2704.52,0.08
EMP022056,Geotérmica,PROJ000463,1482.55,3990.27,20.92,En desarrollo,20.92,1482.55,3990.27,0.01
EMP006987,Geotérmica,PROJ000464,7001.83,406.86,99.78,Activo,417.04,16212.16,4136.39,0.1
EMP019810,Solar,PROJ000465,9943.21,4093.16,479.94,En desarrollo,479.94,9943.21,4093.16,0.12
EMP012191,Solar,PROJ000466,4534.06,4124.31,263.66,En desarrollo,263.66,4534.06,4124.31,0.06
EMP021597,Solar,PROJ000467,8445.08,4833.78,166.4,Finalizado,166.4,8445.08,4833.78,0.03
EMP020978,Hidroeléctrica,PROJ000468,9240.3,234.29,338.33,En desarrollo,338.33,9240.3,234.29,1.44
EMP018837,Solar,PROJ000469,2528.75,2168.84,241.85,En desarrollo,397.68,10160.08,4747.25,0.08
EMP007636,Biomasa,PROJ000470,9190.88,4910.18,94.57,En desarrollo,94.57,9190.88,4910.18,0.02
EMP006395,Eólica,PROJ000471,8857.37,380.96,418.49,Finalizado,418.49,8857.37,380.96,1.1
EMP016445,Eólica,PROJ000472,4892.22,1939.22,11.83,Activo,11.83,4892.22,1939.22,0.01
EMP014752,Solar,PROJ000473,9770.01,2373.57,80.05,En desarrollo,80.05,9770.01,2373.57,0.03
EMP011408,Eólica,PROJ000474,1145.6,2553.38,306.29,En desarrollo,306.29,1145.6,2553.38,0.12
EMP004434,Biomasa,PROJ000475,6790.02,3031.77,154.16,Activo,154.16,6790.02,3031.77,0.05
EMP004511,Biomasa,PROJ000476,2520.25,632.85,20.55,Activo,20.55,2520.25,632.85,0.03
EMP023776,Solar,PROJ000477,9483.93,2469.27,219.44,Finalizado,219.44,9483.93,2469.27,0.09
EMP001552,Solar,PROJ000478,3015.36,4617.65,462.92,Activo,462.92,3015.36,4617.65,0.1
EMP002028,Hidroeléctrica,PROJ000479,7432.2,261.49,340.42,Finalizado,340.42,7432.2,261.49,1.3
EMP005779,Eólica,PROJ000480,9816.27,1864.88,255.23,Activo,255.23,9816.27,1864.88,0.14
EMP019921,Solar,PROJ000481,4896.09,3104.48,251.16,Activo,251.16,4896.09,3104.48,0.08
EMP015174,Solar,PROJ000482,2629.77,4962.12,175.33,Activo,175.33,2629.77,4962.12,0.04
EMP010542,Solar,PROJ000483,1016.37,2858.03,60.02,En desarrollo,60.02,1016.37,2858.03,0.02
EMP019878,Biomasa,PROJ000484,114.66,116.5,215.3,En desarrollo,437.07,9563.12,486.86,0.9
EMP008623,Eólica,PROJ000485,3151.89,4674.84,43.01,En desarrollo,43.01,3151.89,4674.84,0.01
EMP024540,Biomasa,PROJ000486,579.54,4202.11,19.8,En desarrollo,19.8,579.54,4202.11,0.0
EMP014755,Geotérmica,PROJ000487,3371.69,2323.47,90.55,Finalizado,90.55,3371.69,2323.47,0.04
EMP011187,Geotérmica,PROJ000488,6938.43,2775.56,494.62,En desarrollo,763.64,9748.48,6188.11,0.12
