proyecto_id,empresa_id,tipo_energia,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto
PROJ000340,EMP020731,Solar,6153.95,2949.57,208.32,Activo
PROJ000341,EMP018684,EÃ³lica,2906.54,268.7,282.31,En desarrollo
PROJ000342,EMP016435,Biomasa,2301.82,4016.95,216.88,En desarrollo
PROJ000343,EMP013406,Solar,7043.98,2110.05,454.7,Finalizado
PROJ000344,EMP012396,GeotÃ©rmica,9383.44,1045.38,185.54,Activo
PROJ000345,EMP006579,EÃ³lica,8693.02,1845.46,265.34,En desarrollo
PROJ000346,EMP002914,Solar,9636.27,1564.41,367.36,Finalizado
PROJ000347,EMP008251,Solar,9450.68,99.51,204.4,Finalizado
PROJ000348,EMP010026,GeotÃ©rmica,9545.24,1249.45,57.28,Activo
PROJ000349,EMP024295,HidroelÃ©ctrica,7831.64,2091.89,289.65,En desarrollo
PROJ000350,EMP010313,EÃ³lica,1620.53,3611.13,368.54,Activo
PROJ000351,EMP005746,EÃ³lica,7068.03,4693.2,44.37,Activo
PROJ000352,EMP024610,HidroelÃ©ctrica,170.91,2175.02,294.61,En desarrollo
PROJ000353,EMP022604,EÃ³lica,1143.42,1489.02,23.03,Activo
PROJ000354,EMP012366,Biomasa,7506.81,2562.37,137.36,Finalizado
PROJ000355,EMP020161,EÃ³lica,3553.81,1772.28,359.08,Finalizado
PROJ000356,EMP021232,Solar,5830.5,4623.43,452.03,En desarrollo
PROJ000357,EMP013336,GeotÃ©rmica,4106.7,393.04,317.44,Activo
PROJ000358,EMP013691,EÃ³lica,9600.38,1344.86,441.86,Finalizado
PROJ000359,EMP005061,GeotÃ©rmica,1239.93,4403.18,221.06,Finalizado
PROJ000360,EMP000503,Solar,2999.31,2944.47,286.09,Finalizado
PROJ000361,EMP019155,Biomasa,6601.26,3686.41,297.88,En desarrollo
PROJ000362,EMP003583,EÃ³lica,7390.02,1764.7,142.14,En desarrollo
PROJ000363,EMP007272,Solar,7091.85,4874.62,1.75,Finalizado
PROJ000364,EMP009374,Solar,9467.96,2447.47,169.86,En desarrollo
PROJ000365,EMP007689,Solar,8221.25,141.92,95.19,En desarrollo
PROJ000366,EMP020537,EÃ³lica,9135.5,4649.21,334.77,Activo
PROJ000367,EMP005180,GeotÃ©rmica,6504.44,3771.78,390.91,En desarrollo
PROJ000368,EMP013206,Solar,4377.97,139.3,369.81,En desarrollo
PROJ000369,EMP004115,Solar,3260.9,1831.48,245.27,Finalizado
PROJ000370,EMP008429,Biomasa,8505.32,2946.49,179.24,En desarrollo
PROJ000371,EMP012450,Solar,4871.49,4832.41,187.55,Finalizado
PROJ000372,EMP016758,HidroelÃ©ctrica,150.2,537.43,357.81,En desarrollo
PROJ000373,EMP006659,EÃ³lica,3573.06,298.09,55.0,Finalizado
PROJ000374,EMP019514,Solar,7127.7,4581.43,83.56,En desarrollo
PROJ000375,EMP014837,GeotÃ©rmica,8531.69,3272.08,250.86,En desarrollo
PROJ000376,EMP012292,HidroelÃ©ctrica,75.72,3735.97,52.43,Finalizado
PROJ000377,EMP011625,Solar,4536.06,3162.47,302.39,En desarrollo
PROJ000378,EMP023662,HidroelÃ©ctrica,9728.3,4473.74,196.08,En desarrollo
PROJ000379,EMP003736,HidroelÃ©ctrica,2223.91,1602.47,388.02,En desarrollo
PROJ000380,EMP005563,EÃ³lica,7763.76,489.17,397.56,Finalizado
PROJ000381,EMP004043,Biomasa,818.8,3366.33,243.65,En desarrollo
PROJ000382,EMP009812,HidroelÃ©ctrica,3243.95,6.04,290.79,En desarrollo
PROJ000383,EMP022957,Biomasa,7816.35,4331.42,102.89,Activo
PROJ000384,EMP012465,Biomasa,8756.75,1460.24,299.72,En desarrollo
PROJ000385,EMP003580,GeotÃ©rmica,6543.52,1177.2,52.23,Activo
PROJ000386,EMP022886,Biomasa,3397.8,3886.66,359.15,Finalizado
PROJ000387,EMP012687,Solar,8533.16,1130.79,293.32,Activo
PROJ000388,EMP017656,GeotÃ©rmica,4134.36,420.75,264.67,Finalizado
PROJ000389,EMP016492,Solar,2838.26,4089.31,309.32,En desarrollo
PROJ000390,EMP017464,Biomasa,7663.2,1464.86,114.73,Activo
PROJ000391,EMP024230,HidroelÃ©ctrica,2975.65,1819.49,151.38,En desarrollo
PROJ000392,EMP021541,GeotÃ©rmica,2858.5,4953.56,238.84,Activo
PROJ000393,EMP000565,HidroelÃ©ctrica,4994.0,1028.98,496.68,Activo
PROJ000394,EMP012133,GeotÃ©rmica,3860.47,3649.63,109.72,Activo
PROJ000395,EMP023195,Biomasa,869.53,3143.95,345.97,En desarrollo
PROJ000396,EMP011103,EÃ³lica,5792.32,3548.35,489.57,En desarrollo
PROJ000397,EMP010932,Biomasa,9437.34,3242.14,437.1,Activo
PROJ000398,EMP022929,Solar,6009.0,1291.4,4.28,Finalizado
PROJ000399,EMP008618,Solar,9177.39,4688.63,58.1,Activo
PROJ000400,EMP012733,GeotÃ©rmica,2252.8,4286.07,314.89,Activo
PROJ000401,EMP010165,GeotÃ©rmica,1628.34,754.08,305.19,Activo
PROJ000402,EMP024169,GeotÃ©rmica,7401.06,1394.4,95.39,Finalizado
PROJ000403,EMP020010,GeotÃ©rmica,2220.45,2861.66,472.61,En desarrollo
PROJ000404,EMP002186,Biomasa,6829.24,930.77,1.0,En desarrollo
PROJ000405,EMP014535,HidroelÃ©ctrica,6188.19,690.79,464.39,Activo
PROJ000406,EMP008723,Solar,4282.27,676.38,149.91,En desarrollo
PROJ000407,EMP019442,GeotÃ©rmica,7339.31,3344.34,166.09,Finalizado
PROJ000408,EMP001785,GeotÃ©rmica,6923.5,1190.3,98.96,Activo
PROJ000409,EMP003730,GeotÃ©rmica,9350.67,3111.92,382.38,Activo
PROJ000410,EMP004200,HidroelÃ©ctrica,5432.28,3897.06,78.89,Activo
PROJ000411,EMP023932,GeotÃ©rmica,7428.91,2540.4,117.93,Activo
PROJ000412,EMP002897,Solar,9689.61,172.41,233.64,Finalizado
PROJ000413,EMP001411,Biomasa,8036.71,11.34,238.86,Activo
PROJ000414,EMP009640,GeotÃ©rmica,4788.98,2628.31,193.41,Activo
PROJ000415,EMP002015,Solar,493.12,1137.41,95.81,Finalizado
PROJ000416,EMP012147,Solar,4332.24,4346.32,360.39,En desarrollo
PROJ000417,EMP014456,EÃ³lica,6752.56,3198.76,316.26,En desarrollo
PROJ000418,EMP020504,HidroelÃ©ctrica,2891.22,4157.41,271.26,Activo
PROJ000419,EMP014595,EÃ³lica,3187.58,4498.2,41.44,Finalizado
PROJ000420,EMP022076,HidroelÃ©ctrica,6691.96,4775.12,110.75,Activo
PROJ000421,EMP007897,HidroelÃ©ctrica,6499.43,1353.09,332.46,Finalizado
PROJ000422,EMP017719,EÃ³lica,394.07,922.12,20.31,Finalizado
PROJ000423,EMP020404,GeotÃ©rmica,1965.45,3516.43,281.88,Activo
PROJ000424,EMP020338,Solar,3270.92,4136.68,286.2,Activo
PROJ000425,EMP005464,HidroelÃ©ctrica,9439.92,4605.23,476.87,Activo
PROJ000426,EMP009015,HidroelÃ©ctrica,1583.67,3991.93,465.67,Finalizado
PROJ000427,EMP003786,Solar,2999.57,3884.85,310.34,Activo
PROJ000428,EMP022122,HidroelÃ©ctrica,8840.96,4280.11,316.36,Finalizado
PROJ000429,EMP018560,HidroelÃ©ctrica,5276.32,2241.58,80.42,Activo
PROJ000430,EMP004093,EÃ³lica,2714.66,2589.8,287.55,Finalizado
PROJ000431,EMP009776,HidroelÃ©ctrica,4737.25,4954.68,372.44,En desarrollo
PROJ000432,EMP011961,Biomasa,319.03,2869.24,132.18,Activo
PROJ000433,EMP001192,GeotÃ©rmica,3431.35,2564.36,449.64,Finalizado
PROJ000434,EMP002869,Biomasa,53.87,1848.68,14.64,Activo
PROJ000435,EMP003843,HidroelÃ©ctrica,5068.34,1653.48,337.33,En desarrollo
PROJ000436,EMP004792,GeotÃ©rmica,5926.66,1721.61,398.55,Finalizado
PROJ000437,EMP004138,EÃ³lica,1729.65,1023.65,204.21,Finalizado
PROJ000438,EMP013806,Solar,5845.96,3594.91,358.52,En desarrollo
PROJ000439,EMP009333,HidroelÃ©ctrica,319.61,268.04,161.1,En desarrollo
PROJ000440,EMP014477,HidroelÃ©ctrica,9650.14,1548.29,88.75,En desarrollo
PROJ000441,EMP016991,GeotÃ©rmica,6937.09,3071.22,451.66,En desarrollo
PROJ000442,EMP014411,EÃ³lica,7854.41,1541.11,391.89,Finalizado
PROJ000443,EMP011193,HidroelÃ©ctrica,9591.53,4163.96,212.48,Finalizado
PROJ000444,EMP007039,HidroelÃ©ctrica,894.15,872.2,127.13,Activo
PROJ000445,EMP000065,Biomasa,1060.62,4191.79,351.35,Finalizado
PROJ000446,EMP003903,HidroelÃ©ctrica,3276.03,3719.22,476.55,Finalizado
PROJ000447,EMP020496,Solar,5618.74,1271.18,172.32,En desarrollo
PROJ000448,EMP014308,GeotÃ©rmica,3789.2,2383.01,348.85,En desarrollo
PROJ000449,EMP011254,HidroelÃ©ctrica,3507.32,3777.59,276.13,Activo
PROJ000450,EMP007667,Biomasa,7835.47,4029.04,389.95,Activo
PROJ000451,EMP009424,GeotÃ©rmica,8329.13,378.42,20.13,En desarrollo
PROJ000452,EMP009862,HidroelÃ©ctrica,3794.65,4209.2,99.42,Finalizado
PROJ000453,EMP003139,GeotÃ©rmica,1227.16,202.15,402.92,Finalizado
PROJ000454,EMP022534,GeotÃ©rmica,3366.72,2785.03,199.42,En desarrollo
PROJ000455,EMP018665,GeotÃ©rmica,7300.45,4137.65,385.82,Activo
PROJ000456,EMP000899,HidroelÃ©ctrica,1736.92,1843.4,55.34,En desarrollo
PROJ000457,EMP020854,Solar,9813.22,1484.39,157.88,En desarrollo
PROJ000458,EMP017875,GeotÃ©rmica,1139.84,4777.78,322.28,Finalizado
PROJ000459,EMP015824,Biomasa,1214.51,2256.33,484.24,En desarrollo
PROJ000460,EMP002480,EÃ³lica,8291.95,1744.16,234.03,Finalizado
PROJ000461,EMP007578,Solar,4370.93,1099.93,200.07,Activo
PROJ000462,EMP018260,GeotÃ©rmica,7919.41,2704.52,220.93,En desarrollo
PROJ000463,EMP022056,GeotÃ©rmica,1482.55,3990.27,20.92,En desarrollo
PROJ000464,EMP006987,GeotÃ©rmica,7001.83,406.86,99.78,Activo
PROJ000465,EMP019810,Solar,9943.21,4093.16,479.94,En desarrollo
PROJ000466,EMP012191,Solar,4534.06,4124.31,263.66,En desarrollo
PROJ000467,EMP021597,Solar,8445.08,4833.78,166.4,Finalizado
PROJ000468,EMP020978,HidroelÃ©ctrica,9240.3,234.29,338.33,En desarrollo
PROJ000469,EMP018837,Solar,2528.75,2168.84,241.85,En desarrollo
PROJ000470,EMP007636,Biomasa,9190.88,4910.18,94.57,En desarrollo
PROJ000471,EMP006395,EÃ³lica,8857.37,380.96,418.49,Finalizado
PROJ000472,EMP016445,EÃ³lica,4892.22,1939.22,11.83,Activo
PROJ000473,EMP014752,Solar,9770.01,2373.57,80.05,En desarrollo
PROJ000474,EMP011408,EÃ³lica,1145.6,2553.38,306.29,En desarrollo
PROJ000475,EMP004434,Biomasa,6790.02,3031.77,154.16,Activo
PROJ000476,EMP004511,Biomasa,2520.25,632.85,20.55,Activo
PROJ000477,EMP023776,Solar,9483.93,2469.27,219.44,Finalizado
PROJ000478,EMP001552,Solar,3015.36,4617.65,462.92,Activo
PROJ000479,EMP002028,HidroelÃ©ctrica,7432.2,261.49,340.42,Finalizado
PROJ000480,EMP005779,EÃ³lica,9816.27,1864.88,255.23,Activo
PROJ000481,EMP019921,Solar,4896.09,3104.48,251.16,Activo
PROJ000482,EMP015174,Solar,2629.77,4962.12,175.33,Activo
PROJ000483,EMP010542,Solar,1016.37,2858.03,60.02,En desarrollo
PROJ000484,EMP019878,Biomasa,114.66,116.5,215.3,En desarrollo
PROJ000485,EMP008623,EÃ³lica,3151.89,4674.84,43.01,En desarrollo
PROJ000486,EMP024540,Biomasa,579.54,4202.11,19.8,En desarrollo
PROJ000487,EMP014755,GeotÃ©rmica,3371.69,2323.47,90.55,Finalizado
PROJ000488,EMP011187,GeotÃ©rmica,6938.43,2775.56,494.62,En desarrollo
PROJ000489,EMP022424,Biomasa,440.74,4109.05,242.06,En desarrollo
PROJ000490,EMP002663,Biomasa,6295.59,1982.98,320.87,Activo
PROJ000491,EMP004353,Solar,4728.85,2802.64,150.69,Finalizado
PROJ000492,EMP013294,GeotÃ©rmica,1180.96,3656.78,18.16,Finalizado
PROJ000493,EMP005261,Solar,2549.57,4881.19,297.48,Finalizado
PROJ000494,EMP023029,HidroelÃ©ctrica,1308.16,4778.43,53.42,Finalizado
PROJ000495,EMP007837,EÃ³lica,2726.98,1520.15,160.0,Finalizado
PROJ000496,EMP006453,HidroelÃ©ctrica,6912.19,59.21,422.38,En desarrollo
PROJ000497,EMP012565,EÃ³lica,6926.64,3451.41,54.75,Finalizado
PROJ000498,EMP015789,Biomasa,4296.88,603.81,490.8,En desarrollo
PROJ000499,EMP016066,HidroelÃ©ctrica,841.73,2119.42,36.18,Activo
PROJ000500,EMP014180,GeotÃ©rmica,6932.5,3986.62,468.62,Finalizado
PROJ000501,EMP020942,EÃ³lica,3881.93,4482.78,94.38,En desarrollo
PROJ000502,EMP013252,EÃ³lica,7221.15,2957.9,130.52,Activo
PROJ000503,EMP022032,HidroelÃ©ctrica,3654.68,1253.88,130.78,En desarrollo
PROJ000504,EMP012735,GeotÃ©rmica,6244.17,2504.12,277.5,Finalizado
PROJ000505,EMP019844,HidroelÃ©ctrica,9633.25,2095.04,32.82,En desarrollo
PROJ000506,EMP004786,Biomasa,5483.49,4777.49,490.67,En desarrollo
PROJ000507,EMP015696,EÃ³lica,1077.24,1293.48,346.44,Activo
PROJ000508,EMP016902,Biomasa,2212.0,1224.3,272.4,Finalizado
PROJ000509,EMP018941,HidroelÃ©ctrica,3590.4,115.33,317.25,En desarrollo
PROJ000510,EMP000447,HidroelÃ©ctrica,3810.64,3859.43,427.52,Activo
PROJ000511,EMP023388,Solar,7441.41,3732.47,13.27,Finalizado
PROJ000512,EMP014811,GeotÃ©rmica,8787.75,142.99,345.46,Activo
PROJ000513,EMP010151,EÃ³lica,8747.36,1742.25,311.62,En desarrollo
PROJ000514,EMP003340,Biomasa,1273.45,4391.29,23.26,Finalizado
PROJ000515,EMP009581,GeotÃ©rmica,9466.74,22.58,357.37,Activo
PROJ000516,EMP016905,EÃ³lica,7060.6,1371.49,455.23,Activo
PROJ000517,EMP013277,EÃ³lica,6832.29,2589.61,199.97,Finalizado
PROJ000518,EMP010592,EÃ³lica,3941.65,3054.35,328.71,Activo
PROJ000519,EMP007099,HidroelÃ©ctrica,8637.17,4906.01,161.61,Activo
PROJ000520,EMP007738,Biomasa,162.63,925.76,487.79,En desarrollo
PROJ000521,EMP023276,Solar,8593.23,4774.36,362.0,Activo
PROJ000522,EMP010199,HidroelÃ©ctrica,8647.4,3490.55,73.63,En desarrollo
PROJ000523,EMP013685,EÃ³lica,2555.02,210.05,372.78,Activo
PROJ000524,EMP010825,GeotÃ©rmica,5512.32,960.18,347.98,En desarrollo
PROJ000525,EMP021721,Biomasa,1179.84,1889.29,88.44,Activo
PROJ000526,EMP002420,Biomasa,5142.61,779.67,38.05,Finalizado
PROJ000527,EMP003983,Solar,9935.45,4907.77,458.09,En desarrollo
PROJ000528,EMP014025,HidroelÃ©ctrica,1377.52,2287.51,44.21,Finalizado
PROJ000529,EMP021512,Biomasa,4723.46,4437.69,446.79,Finalizado
PROJ000530,EMP015689,EÃ³lica,829.69,4966.03,237.26,Activo
PROJ000531,EMP003434,Solar,4597.74,2112.51,193.21,En desarrollo
PROJ000532,EMP002957,GeotÃ©rmica,7422.91,3182.51,128.16,Activo
PROJ000533,EMP007134,GeotÃ©rmica,7007.57,605.88,324.97,Activo
PROJ000534,EMP010528,Biomasa,1079.08,1086.23,454.72,En desarrollo
PROJ000535,EMP018625,EÃ³lica,3452.55,3075.86,249.08,En desarrollo
PROJ000536,EMP016880,HidroelÃ©ctrica,2556.13,2994.7,319.41,Activo
PROJ000537,EMP021118,HidroelÃ©ctrica,4539.55,4359.83,413.07,Finalizado
PROJ000538,EMP004309,GeotÃ©rmica,8573.84,653.22,47.48,Finalizado
PROJ000539,EMP024176,Biomasa,6777.08,4505.01,58.81,Activo
PROJ000540,EMP012078,Biomasa,1550.78,2017.91,100.79,En desarrollo
PROJ000541,EMP012642,Solar,3851.27,3613.71,419.24,En desarrollo
PROJ000542,EMP023371,Biomasa,6352.33,1861.8,53.31,Activo
PROJ000543,EMP024552,Solar,3295.68,1613.25,76.54,En desarrollo
PROJ000544,EMP020539,Biomasa,4787.11,1532.44,279.17,Activo
PROJ000545,EMP014453,Biomasa,2634.78,4663.08,266.08,Finalizado
PROJ000546,EMP007921,GeotÃ©rmica,4008.3,741.71,281.84,En desarrollo
PROJ000547,EMP018268,EÃ³lica,7792.7,636.58,487.46,Activo
PROJ000548,EMP022385,EÃ³lica,9390.17,1383.74,74.17,Finalizado
PROJ000549,EMP022529,HidroelÃ©ctrica,4078.39,2408.75,497.03,Activo
PROJ000550,EMP019393,HidroelÃ©ctrica,1680.62,826.18,39.32,En desarrollo
PROJ000551,EMP022451,Solar,4515.58,4885.36,392.36,Activo
PROJ000552,EMP014484,GeotÃ©rmica,8800.13,3416.25,89.06,Finalizado
PROJ000553,EMP004041,Solar,1230.19,1554.92,243.96,Activo
PROJ000554,EMP020554,EÃ³lica,4998.34,517.17,183.42,Activo
PROJ000555,EMP016970,Solar,6418.94,3070.82,498.95,Activo
PROJ000556,EMP000529,GeotÃ©rmica,5027.86,1011.19,249.16,En desarrollo
PROJ000557,EMP012278,HidroelÃ©ctrica,2558.51,4366.63,191.43,Activo
PROJ000558,EMP007306,Solar,5960.29,2793.74,37.13,Activo
PROJ000559,EMP001486,HidroelÃ©ctrica,1156.68,678.93,72.85,En desarrollo
PROJ000560,EMP005379,Solar,6018.36,3816.78,167.9,En desarrollo
PROJ000561,EMP016997,EÃ³lica,7827.03,1948.29,397.82,Finalizado
PROJ000562,EMP017988,EÃ³lica,4901.12,484.14,382.07,Finalizado
PROJ000563,EMP015243,EÃ³lica,6226.36,3066.38,444.55,En desarrollo
PROJ000564,EMP023058,EÃ³lica,5205.11,1411.43,246.33,Activo
PROJ000565,EMP008401,HidroelÃ©ctrica,3299.0,1177.28,187.81,Finalizado
PROJ000566,EMP015018,Solar,6227.36,975.63,338.8,Finalizado
PROJ000567,EMP016814,EÃ³lica,9581.85,269.18,454.16,Finalizado
PROJ000568,EMP001051,HidroelÃ©ctrica,4612.47,99.17,123.2,Finalizado
PROJ000569,EMP001769,GeotÃ©rmica,4278.13,3360.83,458.47,Activo
PROJ000570,EMP005769,Biomasa,8084.37,3472.36,394.18,Finalizado
PROJ000571,EMP019750,Solar,8055.44,4444.24,378.89,Finalizado
PROJ000572,EMP000563,GeotÃ©rmica,4581.93,1767.21,272.15,En desarrollo
PROJ000573,EMP012329,Biomasa,4854.12,649.25,112.01,En desarrollo
PROJ000574,EMP002117,EÃ³lica,5452.55,3704.25,256.83,Finalizado
PROJ000575,EMP021062,HidroelÃ©ctrica,3170.91,4521.19,429.0,Activo
PROJ000576,EMP005328,GeotÃ©rmica,9963.65,4163.85,124.73,Finalizado
PROJ000577,EMP015606,EÃ³lica,2342.11,3939.0,452.56,Activo
PROJ000578,EMP005017,HidroelÃ©ctrica,854.32,4711.96,399.12,En desarrollo
PROJ000579,EMP005449,GeotÃ©rmica,3096.53,1910.2,123.24,Finalizado
PROJ000580,EMP008299,Biomasa,6369.91,1454.48,102.03,En desarrollo
PROJ000581,EMP022625,Biomasa,7751.32,1488.69,301.17,En desarrollo
PROJ000582,EMP008924,Biomasa,2348.87,12.17,288.33,Finalizado
PROJ000583,EMP019783,EÃ³lica,8542.66,2633.47,369.3,En desarrollo
PROJ000584,EMP021989,Biomasa,6149.75,80.08,164.8,Finalizado
PROJ000585,EMP009855,Solar,3262.94,3577.82,478.16,En desarrollo
PROJ000586,EMP019956,GeotÃ©rmica,509.61,4451.65,27.77,Activo
PROJ000587,EMP018328,HidroelÃ©ctrica,4200.71,2765.18,176.24,Activo
PROJ000588,EMP017302,Solar,7032.18,4644.18,313.13,En desarrollo
PROJ000589,EMP000719,Biomasa,7442.07,3223.26,324.79,Finalizado
PROJ000590,EMP015164,Solar,1407.83,1561.04,434.84,En desarrollo
PROJ000591,EMP006095,EÃ³lica,634.79,1240.22,217.4,Finalizado
PROJ000592,EMP008268,Solar,7428.95,597.16,282.92,Finalizado
PROJ000593,EMP004534,EÃ³lica,8388.92,2546.65,394.26,En desarrollo
PROJ000594,EMP023327,EÃ³lica,9761.35,1654.36,86.57,En desarrollo
PROJ000595,EMP004290,HidroelÃ©ctrica,1281.2,2234.72,47.43,Finalizado
PROJ000596,EMP007136,EÃ³lica,888.4,1780.97,357.64,Finalizado
PROJ000597,EMP000276,EÃ³lica,5834.41,3083.76,342.68,Activo
PROJ000598,EMP003525,HidroelÃ©ctrica,4817.2,1749.56,63.82,Activo
PROJ000599,EMP000823,EÃ³lica,1206.61,4439.93,18.98,Activo
PROJ000600,EMP009515,Solar,5393.16,1277.81,47.39,Activo
PROJ000601,EMP002825,Biomasa,6716.86,4271.82,187.08,En desarrollo
PROJ000602,EMP005651,GeotÃ©rmica,399.16,1454.15,241.35,Finalizado
PROJ000603,EMP011551,Biomasa,5306.12,417.57,406.28,En desarrollo
PROJ000604,EMP017583,Solar,3363.12,261.69,222.12,Activo
PROJ000605,EMP003059,GeotÃ©rmica,8594.32,3743.2,106.01,Finalizado
PROJ000606,EMP003323,EÃ³lica,3853.19,2942.98,227.69,En desarrollo
PROJ000607,EMP012709,Biomasa,1992.84,4472.91,196.51,Finalizado
PROJ000608,EMP010568,HidroelÃ©ctrica,1421.23,2399.64,134.66,En desarrollo
PROJ000609,EMP023957,Biomasa,174.69,4018.12,50.3,Activo
PROJ000610,EMP022764,EÃ³lica,9404.48,4970.33,254.76,Activo
PROJ000611,EMP016398,Solar,8151.37,2538.76,305.29,En desarrollo
PROJ000612,EMP024145,Biomasa,6998.49,3285.83,287.8,En desarrollo
PROJ000613,EMP024299,Biomasa,9885.14,3039.56,375.14,Finalizado
PROJ000614,EMP023811,Biomasa,334.72,1750.83,96.38,Activo
PROJ000615,EMP002420,GeotÃ©rmica,1593.02,2270.21,75.03,Activo
PROJ000616,EMP001244,EÃ³lica,9393.31,3727.15,295.65,Finalizado
PROJ000617,EMP021447,HidroelÃ©ctrica,8115.49,3374.13,199.92,En desarrollo
PROJ000618,EMP006718,HidroelÃ©ctrica,3348.72,614.04,2.3,En desarrollo
PROJ000619,EMP021044,Biomasa,6838.04,4878.83,478.39,Finalizado
PROJ000620,EMP018576,Biomasa,6913.42,2714.74,471.3,Finalizado
PROJ000621,EMP022919,HidroelÃ©ctrica,7426.51,572.71,77.5,En desarrollo
PROJ000622,EMP018188,HidroelÃ©ctrica,9366.43,4970.74,262.71,Activo
PROJ000623,EMP000915,Biomasa,7850.32,388.61,305.46,En desarrollo
PROJ000624,EMP003706,EÃ³lica,5897.85,4956.17,474.92,Finalizado
PROJ000625,EMP023937,GeotÃ©rmica,9340.68,3704.03,421.55,En desarrollo
PROJ000626,EMP014988,Solar,4514.58,3199.18,2.34,En desarrollo
PROJ000627,EMP024139,GeotÃ©rmica,8990.46,3210.91,61.52,Activo
PROJ000628,EMP024292,EÃ³lica,926.72,2270.09,240.62,Finalizado
PROJ000629,EMP000534,EÃ³lica,5221.84,983.11,430.14,Finalizado
PROJ000630,EMP024104,HidroelÃ©ctrica,7735.74,2549.38,348.71,En desarrollo
PROJ000631,EMP007757,HidroelÃ©ctrica,3793.92,788.01,316.81,Finalizado
PROJ000632,EMP008143,GeotÃ©rmica,5385.43,933.81,32.73,Activo
PROJ000633,EMP007749,Biomasa,2555.57,1675.48,245.09,En desarrollo
PROJ000634,EMP017098,EÃ³lica,9613.91,786.44,257.53,Activo
PROJ000635,EMP021423,EÃ³lica,7135.76,3327.92,454.16,Finalizado
PROJ000636,EMP014635,Biomasa,2255.0,3508.59,123.2,Finalizado
PROJ000637,EMP014785,EÃ³lica,5993.83,1101.37,244.72,Finalizado
PROJ000638,EMP022862,Biomasa,7346.68,4114.25,493.54,Finalizado
PROJ000639,EMP024531,Biomasa,8140.02,2657.23,433.61,Finalizado
PROJ000640,EMP014250,EÃ³lica,3031.52,2853.45,81.36,Finalizado
PROJ000641,EMP021446,GeotÃ©rmica,9859.58,2857.9,218.99,Activo
PROJ000642,EMP011018,Solar,5934.58,2927.67,217.01,Finalizado
PROJ000643,EMP022326,Biomasa,3968.21,2282.84,292.36,En desarrollo
PROJ000644,EMP018987,EÃ³lica,8673.92,631.77,413.22,Activo
PROJ000645,EMP023684,Biomasa,8676.14,2245.99,118.24,En desarrollo
PROJ000646,EMP017848,Biomasa,7872.3,3978.55,257.09,En desarrollo
PROJ000647,EMP008957,EÃ³lica,9767.85,3891.46,288.55,Activo
PROJ000648,EMP007442,EÃ³lica,2995.23,3188.6,219.35,Activo
PROJ000649,EMP004363,HidroelÃ©ctrica,7927.8,86.27,398.33,Activo
PROJ000650,EMP003820,EÃ³lica,6401.64,1037.82,378.62,Activo
PROJ000651,EMP001525,Solar,1084.44,4996.82,111.16,Activo
PROJ000652,EMP009721,GeotÃ©rmica,9301.08,532.39,201.4,Finalizado
PROJ000653,EMP014272,Solar,9809.42,3239.97,85.42,En desarrollo
PROJ000654,EMP023653,EÃ³lica,9412.91,1182.78,48.58,En desarrollo
PROJ000655,EMP016872,EÃ³lica,3412.25,1128.94,182.29,En desarrollo
PROJ000656,EMP005662,Solar,7917.2,2205.62,491.99,Finalizado
PROJ000657,EMP016031,Biomasa,6444.04,990.12,104.07,Activo
PROJ000658,EMP007895,Biomasa,1400.7,2666.26,179.83,Activo
PROJ000659,EMP001577,GeotÃ©rmica,2101.04,305.17,120.75,Activo
PROJ000660,EMP009501,Solar,6607.28,2503.09,146.68,En desarrollo
PROJ000661,EMP008724,Biomasa,1966.17,693.01,465.07,Finalizado
PROJ000662,EMP000491,Solar,6036.64,2053.3,432.05,En desarrollo
PROJ000663,EMP017126,HidroelÃ©ctrica,8857.28,520.87,412.72,Activo
PROJ000664,EMP000984,Biomasa,8736.52,4431.94,389.63,Activo
PROJ000665,EMP002891,Biomasa,921.82,4799.37,239.55,En desarrollo
PROJ000666,EMP003124,Biomasa,1406.39,2458.94,436.88,Finalizado
PROJ000667,EMP020022,HidroelÃ©ctrica,397.79,4148.12,58.9,En desarrollo
PROJ000668,EMP022569,EÃ³lica,925.25,2786.18,310.2,Finalizado
PROJ000669,EMP015384,GeotÃ©rmica,7600.78,4682.89,356.08,En desarrollo
PROJ000670,EMP008155,GeotÃ©rmica,9739.73,2484.01,113.97,Activo
PROJ000671,EMP008447,Biomasa,8453.65,4029.75,455.09,Activo
PROJ000672,EMP005793,Solar,2338.39,3875.84,279.31,Finalizado
PROJ000673,EMP012070,Biomasa,1872.15,1805.13,58.26,Activo
PROJ000674,EMP013919,Biomasa,6548.03,3906.85,121.29,En desarrollo
PROJ000675,EMP020236,Biomasa,6385.22,2143.31,299.08,En desarrollo
PROJ000676,EMP003703,Biomasa,7510.09,2961.83,370.78,En desarrollo
PROJ000677,EMP007160,GeotÃ©rmica,5532.93,2516.52,419.52,En desarrollo
PROJ000678,EMP006666,EÃ³lica,5680.94,2954.42,97.0,Finalizado
PROJ000679,EMP000162,Solar,7100.41,2264.25,291.76,Finalizado
PROJ000680,EMP001166,Biomasa,9692.38,3379.94,449.93,Activo
PROJ000681,EMP011297,EÃ³lica,5220.08,1059.13,307.12,Activo
PROJ000682,EMP001750,Solar,3856.84,3067.3,129.29,Activo
